,Date,Latitude,Longitude,Forecast
459,2019-01-01,24.50698,72.60544,0.709676742999974
468,2018-01-01,24.50698,72.68507,0.41316458599999595
469,2019-01-01,24.50698,72.68507,0.41316458599999445
478,2018-01-01,24.42638,71.33144,14.091133119999878
479,2019-01-01,24.42638,71.33144,14.091133119999744
488,2018-01-01,24.42638,71.41106,98.30970763999646
489,2019-01-01,24.42638,71.41106,98.30970763999596
498,2018-01-01,24.42638,71.49069,127.01457980000072
499,2019-01-01,24.42638,71.49069,127.014579800001
508,2018-01-01,24.42638,71.57031,129.7623900999987
509,2019-01-01,24.42638,71.57031,129.7623900999976
518,2018-01-01,24.42638,71.64994,103.84576420000035
519,2019-01-01,24.42638,71.64994,103.84576420000114
528,2018-01-01,24.42638,71.72956,107.38552859999933
529,2019-01-01,24.42638,71.72956,107.38552859999942
538,2018-01-01,24.42638,71.80919,169.778366099999
539,2019-01-01,24.42638,71.80919,169.77836609999827
548,2018-01-01,24.42638,71.88882,157.29940799998374
549,2019-01-01,24.42638,71.88882,157.29940799998403
558,2018-01-01,24.42638,71.96844,118.22519680000012
559,2019-01-01,24.42638,71.96844,118.22519680000023
568,2018-01-01,24.42638,72.04807,158.23368839999992
569,2019-01-01,24.42638,72.04807,158.23368840000012
578,2018-01-01,24.42638,72.12769,125.45735929999408
579,2019-01-01,24.42638,72.12769,125.45735929999248
588,2018-01-01,24.42638,72.20732,103.59826659999952
589,2019-01-01,24.42638,72.20732,103.59826659999925
598,2018-01-01,24.42638,72.28694,86.81983947999976
599,2019-01-01,24.42638,72.28694,86.81983947999954
608,2018-01-01,24.42638,72.36657,82.80084990999892
609,2019-01-01,24.42638,72.36657,82.80084990999895
618,2018-01-01,24.42638,72.44619,15.028623580001593
619,2019-01-01,24.42638,72.44619,15.02862358000177
628,2018-01-01,24.42638,72.52582,11.848011970000492
629,2019-01-01,24.42638,72.52582,11.848011970000503
638,2018-01-01,24.42638,72.60544,27.444057460000657
639,2019-01-01,24.42638,72.60544,27.444057460000675
648,2018-01-01,24.42638,72.68507,10.78946877000061
649,2019-01-01,24.42638,72.68507,10.789468770000592
658,2018-01-01,24.42638,73.00357,7.666985989000047
659,2019-01-01,24.42638,73.00357,7.666985989000068
668,2018-01-01,24.42638,73.08319,8.80727291100004
669,2019-01-01,24.42638,73.08319,8.80727291100004
678,2018-01-01,24.42638,73.16282,0.48209747700000116
679,2019-01-01,24.42638,73.16282,0.4820974770000009
688,2018-01-01,24.34578,71.25181,0.015550368000016796
689,2019-01-01,24.34578,71.25181,0.015550368000026259
698,2018-01-01,24.34578,71.33144,5.716173172000086
699,2019-01-01,24.34578,71.33144,5.716173172000147
708,2018-01-01,24.34578,71.41106,107.6742859000001
709,2019-01-01,24.34578,71.41106,107.6742859
718,2018-01-01,24.34578,71.49069,138.68420409999794
719,2019-01-01,24.34578,71.49069,138.68420409999666
728,2018-01-01,24.34578,71.57031,141.05659479999488
729,2019-01-01,24.34578,71.57031,141.05659479999397
738,2018-01-01,24.34578,71.64994,113.9574889999976
739,2019-01-01,24.34578,71.64994,113.9574889999964
748,2018-01-01,24.34578,71.72956,156.1511840999964
749,2019-01-01,24.34578,71.72956,156.15118409999633
758,2018-01-01,24.34578,71.80919,194.9480437999989
759,2019-01-01,24.34578,71.80919,194.9480437999987
768,2018-01-01,24.34578,71.88882,130.49490360000354
769,2019-01-01,24.34578,71.88882,130.49490360000433
778,2018-01-01,24.34578,71.96844,113.73863980000105
779,2019-01-01,24.34578,71.96844,113.73863980000154
788,2018-01-01,24.34578,72.04807,195.52195740000016
789,2019-01-01,24.34578,72.04807,195.52195740000042
798,2018-01-01,24.34578,72.12769,196.91477970000054
799,2019-01-01,24.34578,72.12769,196.9147797000009
808,2018-01-01,24.34578,72.20732,125.04443360000006
809,2019-01-01,24.34578,72.20732,125.0444336
818,2018-01-01,24.34578,72.28694,40.5798645
819,2019-01-01,24.34578,72.28694,40.579864500000006
828,2018-01-01,24.34578,72.36657,56.74629592999831
829,2019-01-01,24.34578,72.36657,56.746295929998396
838,2018-01-01,24.34578,72.44619,26.850988389999955
839,2019-01-01,24.34578,72.44619,26.850988389999955
848,2018-01-01,24.34578,72.52582,94.6296234099985
849,2019-01-01,24.34578,72.52582,94.62962340999921
858,2018-01-01,24.34578,72.60544,46.91526412999998
859,2019-01-01,24.34578,72.60544,46.915264130000004
868,2018-01-01,24.34578,72.68507,6.853166102999984
869,2019-01-01,24.34578,72.68507,6.853166102999971
878,2018-01-01,24.34578,73.00357,20.919706339999575
879,2019-01-01,24.34578,73.00357,20.919706339999795
888,2018-01-01,24.34578,73.08319,54.297698970002706
889,2019-01-01,24.34578,73.08319,54.297698970002706
898,2018-01-01,24.34578,73.16282,10.194782260000013
899,2019-01-01,24.34578,73.16282,10.19478226000002
908,2018-01-01,24.34578,73.24244,0.1352032269999998
909,2019-01-01,24.34578,73.24244,0.13520322699999957
918,2018-01-01,24.26518,71.25181,0.6260443930000812
919,2019-01-01,24.26518,71.25181,0.6260443930001295
928,2018-01-01,24.26518,71.33144,46.320117950000636
929,2019-01-01,24.26518,71.33144,46.32011795000082
938,2018-01-01,24.26518,71.41106,152.31617739999953
939,2019-01-01,24.26518,71.41106,152.31617739999942
948,2018-01-01,24.26518,71.49069,139.07290650000044
949,2019-01-01,24.26518,71.49069,139.07290650000078
958,2018-01-01,24.26518,71.57031,105.92671200000076
959,2019-01-01,24.26518,71.57031,105.9267120000006
968,2018-01-01,24.26518,71.64994,145.2462920999993
969,2019-01-01,24.26518,71.64994,145.24629209999864
978,2018-01-01,24.26518,71.72956,183.86968990000105
979,2019-01-01,24.26518,71.72956,183.86968990000148
988,2018-01-01,24.26518,71.80919,144.90397639999946
989,2019-01-01,24.26518,71.80919,144.90397639999904
998,2018-01-01,24.26518,71.88882,136.74786380000006
999,2019-01-01,24.26518,71.88882,136.74786380000012
1008,2018-01-01,24.26518,71.96844,116.90935519999891
1009,2019-01-01,24.26518,71.96844,116.90935519999911
1018,2018-01-01,24.26518,72.04807,180.99031070000035
1019,2019-01-01,24.26518,72.04807,180.99031070000026
1028,2018-01-01,24.26518,72.12769,167.29252620000094
1029,2019-01-01,24.26518,72.12769,167.29252620000136
1038,2018-01-01,24.26518,72.20732,129.1743469000016
1039,2019-01-01,24.26518,72.20732,129.1743469000014
1048,2018-01-01,24.26518,72.28694,130.35539250000096
1049,2019-01-01,24.26518,72.28694,130.35539250000087
1058,2018-01-01,24.26518,72.36657,157.38336180000016
1059,2019-01-01,24.26518,72.36657,157.38336180000016
1068,2018-01-01,24.26518,72.44619,122.80268860000027
1069,2019-01-01,24.26518,72.44619,122.80268860000024
1078,2018-01-01,24.26518,72.52582,82.78088379000052
1079,2019-01-01,24.26518,72.52582,82.78088379000067
1088,2018-01-01,24.26518,72.60544,7.137349129000121
1089,2019-01-01,24.26518,72.60544,7.13734912900022
1098,2018-01-01,24.26518,72.68507,4.934292315999608
1099,2019-01-01,24.26518,72.68507,4.934292315999412
1108,2018-01-01,24.26518,72.76469,3.22972869898678
1109,2019-01-01,24.26518,72.76469,3.2297286989972984
1118,2018-01-01,24.26518,72.84432,15.792277339999975
1119,2019-01-01,24.26518,72.84432,15.79227733999996
1128,2018-01-01,24.26518,72.92394,6.577589034999685
1129,2019-01-01,24.26518,72.92394,6.577589034999538
1138,2018-01-01,24.26518,73.00357,23.771986010001388
1139,2019-01-01,24.26518,73.00357,23.771986010002482
1148,2018-01-01,24.26518,73.08319,19.562232969999425
1149,2019-01-01,24.26518,73.08319,19.562232969999275
1158,2018-01-01,24.26518,73.16282,1.5042476650000007
1159,2019-01-01,24.26518,73.16282,1.5042476650000003
1168,2018-01-01,24.26518,73.24244,0.027363665000000023
1169,2019-01-01,24.26518,73.24244,0.027363665000000037
1178,2018-01-01,24.18458,71.25181,0.34946638300000016
1179,2019-01-01,24.18458,71.25181,0.349466383
1188,2018-01-01,24.18458,71.33144,35.21870803999901
1189,2019-01-01,24.18458,71.33144,35.21870803999953
1198,2018-01-01,24.18458,71.41106,113.19643399999921
1199,2019-01-01,24.18458,71.41106,113.19643399999924
1208,2018-01-01,24.18458,71.49069,89.16621399000199
1209,2019-01-01,24.18458,71.49069,89.16621399000299
1218,2018-01-01,24.18458,71.57031,108.80949400000002
1219,2019-01-01,24.18458,71.57031,108.80949400000007
1228,2018-01-01,24.18458,71.64994,171.53736880000145
1229,2019-01-01,24.18458,71.64994,171.53736880000173
1238,2018-01-01,24.18458,71.72956,183.26614379999737
1239,2019-01-01,24.18458,71.72956,183.26614379999558
1248,2018-01-01,24.18458,71.80919,170.86793520000145
1249,2019-01-01,24.18458,71.80919,170.86793520000265
1258,2018-01-01,24.18458,71.88882,141.15467830000424
1259,2019-01-01,24.18458,71.88882,141.15467830000438
1268,2018-01-01,24.18458,71.96844,131.06092829999977
1269,2019-01-01,24.18458,71.96844,131.06092829999963
1278,2018-01-01,24.18458,72.04807,138.52207950000422
1279,2019-01-01,24.18458,72.04807,138.522079500006
1288,2018-01-01,24.18458,72.12769,136.62565610000004
1289,2019-01-01,24.18458,72.12769,136.62565610000001
1298,2018-01-01,24.18458,72.20732,168.87203980000044
1299,2019-01-01,24.18458,72.20732,168.87203980000072
1308,2018-01-01,24.18458,72.28694,141.55957029999738
1309,2019-01-01,24.18458,72.28694,141.55957029999655
1318,2018-01-01,24.18458,72.36657,115.76186370000116
1319,2019-01-01,24.18458,72.36657,115.7618637000022
1328,2018-01-01,24.18458,72.44619,123.62518310000021
1329,2019-01-01,24.18458,72.44619,123.6251831000003
1338,2018-01-01,24.18458,72.52582,126.10594179999768
1339,2019-01-01,24.18458,72.52582,126.1059417999962
1348,2018-01-01,24.18458,72.60544,42.13396834999998
1349,2019-01-01,24.18458,72.60544,42.133968349999975
1358,2018-01-01,24.18458,72.68507,39.593173980001175
1359,2019-01-01,24.18458,72.68507,39.593173980001936
1368,2018-01-01,24.18458,72.76469,12.180103299998475
1369,2019-01-01,24.18458,72.76469,12.1801032999994
1378,2018-01-01,24.18458,72.84432,12.351943970000235
1379,2019-01-01,24.18458,72.84432,12.351943970000157
1388,2018-01-01,24.18458,72.92394,21.07473183000163
1389,2019-01-01,24.18458,72.92394,21.074731830002403
1398,2018-01-01,24.18458,73.00357,48.78304672000047
1399,2019-01-01,24.18458,73.00357,48.783046720000264
1408,2018-01-01,24.18458,73.08319,10.645813940000004
1409,2019-01-01,24.18458,73.08319,10.645813940000004
1418,2018-01-01,24.18458,73.16282,1.3824464079999372
1419,2019-01-01,24.18458,73.16282,1.3824464079999355
1428,2018-01-01,24.10398,71.25181,0.1493665280000022
1429,2019-01-01,24.10398,71.25181,0.14936652799999944
1438,2018-01-01,24.10398,71.33144,36.00440216000015
1439,2019-01-01,24.10398,71.33144,36.004402160000254
1448,2018-01-01,24.10398,71.41106,98.18846129999586
1449,2019-01-01,24.10398,71.41106,98.18846129999507
1458,2018-01-01,24.10398,71.49069,106.17676540001453
1459,2019-01-01,24.10398,71.49069,106.17676540001442
1468,2018-01-01,24.10398,71.57031,129.97413639999994
1469,2019-01-01,24.10398,71.57031,129.97413640000016
1478,2018-01-01,24.10398,71.64994,156.9267730999999
1479,2019-01-01,24.10398,71.64994,156.9267730999998
1488,2018-01-01,24.10398,71.72956,145.07507319999937
1489,2019-01-01,24.10398,71.72956,145.0750731999993
1498,2018-01-01,24.10398,71.80919,134.1369323999994
1499,2019-01-01,24.10398,71.80919,134.13693239999927
1508,2018-01-01,24.10398,71.88882,127.61533359999933
1509,2019-01-01,24.10398,71.88882,127.61533359999927
1518,2018-01-01,24.10398,71.96844,121.42022710000134
1519,2019-01-01,24.10398,71.96844,121.42022710000133
1528,2018-01-01,24.10398,72.04807,138.20861819999783
1529,2019-01-01,24.10398,72.04807,138.20861819999783
1538,2018-01-01,24.10398,72.12769,155.6689911000046
1539,2019-01-01,24.10398,72.12769,155.66899110000455
1548,2018-01-01,24.10398,72.20732,143.87969969999983
1549,2019-01-01,24.10398,72.20732,143.87969969999966
1558,2018-01-01,24.10398,72.28694,170.12670899999992
1559,2019-01-01,24.10398,72.28694,170.12670899999995
1568,2018-01-01,24.10398,72.36657,91.89781188999942
1569,2019-01-01,24.10398,72.36657,91.897811889999
1578,2018-01-01,24.10398,72.44619,105.31152340000035
1579,2019-01-01,24.10398,72.44619,105.31152340000058
1588,2018-01-01,24.10398,72.52582,158.78880309999454
1589,2019-01-01,24.10398,72.52582,158.7888030999957
1598,2018-01-01,24.10398,72.60544,126.28952789999988
1599,2019-01-01,24.10398,72.60544,126.28952789999988
1608,2018-01-01,24.10398,72.68507,55.856525420000644
1609,2019-01-01,24.10398,72.68507,55.85652542000083
1618,2018-01-01,24.10398,72.76469,9.252446175000065
1619,2019-01-01,24.10398,72.76469,9.252446175000047
1628,2018-01-01,24.10398,72.84432,12.96606540999974
1629,2019-01-01,24.10398,72.84432,12.966065409999686
1638,2018-01-01,24.10398,72.92394,64.16640471999898
1639,2019-01-01,24.10398,72.92394,64.16640471999773
1648,2018-01-01,24.10398,73.00357,222.77546689999957
1649,2019-01-01,24.10398,73.00357,222.77546689999951
1658,2018-01-01,24.10398,73.08319,88.99315642999986
1659,2019-01-01,24.10398,73.08319,88.99315642999977
1668,2018-01-01,24.10398,73.16282,45.320468900000435
1669,2019-01-01,24.10398,73.16282,45.32046890000043
1678,2018-01-01,24.10398,73.24244,0.18290135299999985
1679,2019-01-01,24.10398,73.24244,0.18290135300000035
1688,2018-01-01,24.02338,71.25181,0.29273501000000124
1689,2019-01-01,24.02338,71.25181,0.29273501000000357
1698,2018-01-01,24.02338,71.33144,14.67100716000041
1699,2019-01-01,24.02338,71.33144,14.6710071600007
1708,2018-01-01,24.02338,71.41106,71.16696930000019
1709,2019-01-01,24.02338,71.41106,71.1669693000004
1718,2018-01-01,24.02338,71.49069,100.86618800000032
1719,2019-01-01,24.02338,71.49069,100.86618800000038
1728,2018-01-01,24.02338,71.57031,108.51998900000733
1729,2019-01-01,24.02338,71.57031,108.51998900000747
1738,2018-01-01,24.02338,71.64994,182.9430083999991
1739,2019-01-01,24.02338,71.64994,182.94300839999872
1748,2018-01-01,24.02338,71.72956,135.4997100999954
1749,2019-01-01,24.02338,71.72956,135.4997100999936
1758,2018-01-01,24.02338,71.80919,131.33349609999348
1759,2019-01-01,24.02338,71.80919,131.3334960999961
1768,2018-01-01,24.02338,71.88882,142.37538150000069
1769,2019-01-01,24.02338,71.88882,142.3753815000009
1778,2018-01-01,24.02338,71.96844,128.53495789999994
1779,2019-01-01,24.02338,71.96844,128.53495789999982
1788,2018-01-01,24.02338,72.04807,175.79792790000081
1789,2019-01-01,24.02338,72.04807,175.79792790000144
1798,2018-01-01,24.02338,72.12769,158.50688170000018
1799,2019-01-01,24.02338,72.12769,158.5068817000005
1808,2018-01-01,24.02338,72.20732,162.28668209999944
1809,2019-01-01,24.02338,72.20732,162.286682099999
1818,2018-01-01,24.02338,72.28694,122.1563415999999
1819,2019-01-01,24.02338,72.28694,122.15634159999985
1828,2018-01-01,24.02338,72.36657,100.25344849999988
1829,2019-01-01,24.02338,72.36657,100.25344849999979
1838,2018-01-01,24.02338,72.44619,138.0408019999986
1839,2019-01-01,24.02338,72.44619,138.04080199999746
1848,2018-01-01,24.02338,72.52582,103.16464230000015
1849,2019-01-01,24.02338,72.52582,103.16464230000012
1858,2018-01-01,24.02338,72.60544,105.93926240000069
1859,2019-01-01,24.02338,72.60544,105.93926240000083
1868,2018-01-01,24.02338,72.68507,81.05997466999743
1869,2019-01-01,24.02338,72.68507,81.0599746699979
1878,2018-01-01,24.02338,72.76469,51.334350590000774
1879,2019-01-01,24.02338,72.76469,51.33435059000075
1888,2018-01-01,24.02338,72.84432,11.970066070000387
1889,2019-01-01,24.02338,72.84432,11.970066070000515
1898,2018-01-01,24.02338,72.92394,81.55654906999763
1899,2019-01-01,24.02338,72.92394,81.55654906999739
1908,2018-01-01,24.02338,73.00357,247.29812619999998
1909,2019-01-01,24.02338,73.00357,247.29812619999996
1918,2018-01-01,24.02338,73.08319,212.33174130000057
1919,2019-01-01,24.02338,73.08319,212.33174130000094
1928,2018-01-01,24.02338,73.16282,67.51837921000418
1929,2019-01-01,24.02338,73.16282,67.5183792100055
1938,2018-01-01,24.02338,73.24244,26.287305829999976
1939,2019-01-01,24.02338,73.24244,26.287305829999955
1948,2018-01-01,24.02338,73.32207,2.5231137280000038
1949,2019-01-01,24.02338,73.32207,2.5231137280000047
1958,2018-01-01,24.02338,73.40169,0.8734321590000299
1959,2019-01-01,24.02338,73.40169,0.8734321590000299
1968,2018-01-01,23.94278,70.13706,0.4494071010000008
1969,2019-01-01,23.94278,70.13706,0.44940710100000186
1978,2018-01-01,23.94278,70.21669,2.11455965
1979,2019-01-01,23.94278,70.21669,2.114559650000003
1988,2018-01-01,23.94278,70.37594,3.1052994729999064
1989,2019-01-01,23.94278,70.37594,3.105299472999825
1998,2018-01-01,23.94278,70.45556,10.139789580000112
1999,2019-01-01,23.94278,70.45556,10.13978958000016
2008,2018-01-01,23.94278,70.53519,22.70275306999988
2009,2019-01-01,23.94278,70.53519,22.702753069999893
2018,2018-01-01,23.94278,70.61481,19.431310649999972
2019,2019-01-01,23.94278,70.61481,19.431310649999958
2028,2018-01-01,23.94278,70.69444,3.529881239001547
2029,2019-01-01,23.94278,70.69444,3.5298812390019316
2038,2018-01-01,23.94278,70.77406,0.018269841000000012
2039,2019-01-01,23.94278,70.77406,0.01826984100000002
2048,2018-01-01,23.94278,70.85369,0.025330910000000158
2049,2019-01-01,23.94278,70.85369,0.025330910000000213
2058,2018-01-01,23.94278,71.01294,0.003815529000000164
2059,2019-01-01,23.94278,71.01294,0.0038155290000001646
2068,2018-01-01,23.94278,71.09256,0.11168155100001426
2069,2019-01-01,23.94278,71.09256,0.1116815510000151
2078,2018-01-01,23.94278,71.25181,1.7589255569997992
2079,2019-01-01,23.94278,71.25181,1.758925556999719
2088,2018-01-01,23.94278,71.33144,61.50251769999945
2089,2019-01-01,23.94278,71.33144,61.50251769999916
2098,2018-01-01,23.94278,71.41106,63.921428679999806
2099,2019-01-01,23.94278,71.41106,63.92142867999969
2108,2018-01-01,23.94278,71.49069,52.99069595000053
2109,2019-01-01,23.94278,71.49069,52.99069595000043
2118,2018-01-01,23.94278,71.57031,72.3241729700083
2119,2019-01-01,23.94278,71.57031,72.32417297000494
2128,2018-01-01,23.94278,71.64994,204.94586180000226
2129,2019-01-01,23.94278,71.64994,204.9458618000027
2138,2018-01-01,23.94278,71.72956,130.909866300002
2139,2019-01-01,23.94278,71.72956,130.90986630000134
2148,2018-01-01,23.94278,71.80919,98.72634887999874
2149,2019-01-01,23.94278,71.80919,98.7263488799977
2158,2018-01-01,23.94278,71.88882,65.03607178000027
2159,2019-01-01,23.94278,71.88882,65.03607178000026
2168,2018-01-01,23.94278,71.96844,104.13294980000006
2169,2019-01-01,23.94278,71.96844,104.13294980000019
2178,2018-01-01,23.94278,72.04807,67.24033355999738
2179,2019-01-01,23.94278,72.04807,67.24033355999639
2188,2018-01-01,23.94278,72.12769,119.01455690000004
2189,2019-01-01,23.94278,72.12769,119.01455690000002
2198,2018-01-01,23.94278,72.20732,149.52290340000053
2199,2019-01-01,23.94278,72.20732,149.52290340000067
2208,2018-01-01,23.94278,72.28694,126.43922419999937
2209,2019-01-01,23.94278,72.28694,126.43922419999892
2218,2018-01-01,23.94278,72.36657,153.43420410000087
2219,2019-01-01,23.94278,72.36657,153.43420410000152
2228,2018-01-01,23.94278,72.44619,135.40896609999973
2229,2019-01-01,23.94278,72.44619,135.40896609999962
2238,2018-01-01,23.94278,72.52582,166.29673770000022
2239,2019-01-01,23.94278,72.52582,166.29673770000025
2248,2018-01-01,23.94278,72.60544,147.27960210000032
2249,2019-01-01,23.94278,72.60544,147.2796021000006
2258,2018-01-01,23.94278,72.68507,165.97927860001005
2259,2019-01-01,23.94278,72.68507,165.97927860000908
2268,2018-01-01,23.94278,72.76469,112.90934749999973
2269,2019-01-01,23.94278,72.76469,112.90934749999968
2278,2018-01-01,23.94278,72.84432,118.94798279999789
2279,2019-01-01,23.94278,72.84432,118.94798279999881
2288,2018-01-01,23.94278,72.92394,188.5212250000032
2289,2019-01-01,23.94278,72.92394,188.5212250000026
2298,2018-01-01,23.94278,73.00357,323.90164179999624
2299,2019-01-01,23.94278,73.00357,323.90164179999323
2308,2018-01-01,23.94278,73.08319,262.70559689998413
2309,2019-01-01,23.94278,73.08319,262.70559689998447
2318,2018-01-01,23.94278,73.16282,95.58372498000017
2319,2019-01-01,23.94278,73.16282,95.58372498000058
2328,2018-01-01,23.94278,73.24244,27.70331191999986
2329,2019-01-01,23.94278,73.24244,27.70331191999983
2338,2018-01-01,23.94278,73.32207,17.392543789999927
2339,2019-01-01,23.94278,73.32207,17.392543789999902
2348,2018-01-01,23.94278,73.40169,7.63262081100075
2349,2019-01-01,23.94278,73.40169,7.632620811001097
2358,2018-01-01,23.86218,70.13706,1.2949678899999915
2359,2019-01-01,23.86218,70.13706,1.2949678899999881
2368,2018-01-01,23.86218,70.21669,21.112489700000214
2369,2019-01-01,23.86218,70.21669,21.1124897000003
2378,2018-01-01,23.86218,70.29631,20.09755516000103
2379,2019-01-01,23.86218,70.29631,20.097555160000795
2388,2018-01-01,23.86218,70.37594,16.61546515999972
2389,2019-01-01,23.86218,70.37594,16.61546515999964
2398,2018-01-01,23.86218,70.45556,16.796516419999975
2399,2019-01-01,23.86218,70.45556,16.79651641999996
2408,2018-01-01,23.86218,70.53519,28.394397740000016
2409,2019-01-01,23.86218,70.53519,28.394397740000013
2418,2018-01-01,23.86218,70.61481,116.58465579999945
2419,2019-01-01,23.86218,70.61481,116.58465579999947
2428,2018-01-01,23.86218,70.69444,59.67201613999741
2429,2019-01-01,23.86218,70.69444,59.6720161399977
2438,2018-01-01,23.86218,70.77406,3.1055979730001386
2439,2019-01-01,23.86218,70.77406,3.1055979730002057
2448,2018-01-01,23.86218,70.85369,1.0514175889998896
2449,2019-01-01,23.86218,70.85369,1.051417588999807
2458,2018-01-01,23.86218,71.01294,0.028686175000000865
2459,2019-01-01,23.86218,71.01294,0.028686175000001174
2468,2018-01-01,23.86218,71.09256,2.476687192999764
2469,2019-01-01,23.86218,71.09256,2.4766871929996497
2478,2018-01-01,23.86218,71.17219,1.6101185079999294
2479,2019-01-01,23.86218,71.17219,1.6101185079998808
2488,2018-01-01,23.86218,71.25181,7.491044998001055
2489,2019-01-01,23.86218,71.25181,7.491044998001564
2498,2018-01-01,23.86218,71.33144,75.23764800999875
2499,2019-01-01,23.86218,71.33144,75.23764800999851
2508,2018-01-01,23.86218,71.41106,60.543563840000324
2509,2019-01-01,23.86218,71.41106,60.54356384000043
2518,2018-01-01,23.86218,71.49069,88.65774535999931
2519,2019-01-01,23.86218,71.49069,88.65774535999932
