Index,Latitude,Longitude,2018,2019
97,24.26518,71.72956,146.020462,183.8696899
98,24.26518,71.80919,119.6346588,144.9039764
99,24.26518,71.88882,128.3256989,136.7478638
100,24.26518,71.96844,105.806015,116.9093552
101,24.26518,72.04807,205.4166565,180.9903107
102,24.26518,72.12769,152.3192291,167.2925262
103,24.26518,72.20732,111.9432449,129.1743469
104,24.26518,72.28694,120.0983582,130.3553925
105,24.26518,72.36657,135.9729614,157.3833618
106,24.26518,72.44619,120.925354,122.8026886
107,24.26518,72.52582,76.86956787,82.78088379
108,24.26518,72.60544,7.838918209,7.137349129
109,24.26518,72.68507,4.428684711,4.934292316
110,24.26518,72.76469,2.739300489,3.229728699
111,24.26518,72.84432,4.157647133,15.79227734
112,24.26518,72.92394,3.161423683,6.577589035
113,24.26518,73.00357,16.89801979,23.77198601
114,24.26518,73.08319,14.68091011,19.56223297
115,24.26518,73.16282,1.246860504,1.504247665
116,24.26518,73.24244,0.024128012,0.027363665
117,24.18458,71.25181,0.503151417,0.349466383
118,24.18458,71.33144,27.29929161,35.21870804
119,24.18458,71.41106,86.87517548,113.196434
120,24.18458,71.49069,76.58735657,89.16621399
121,24.18458,71.57031,91.90005493,108.809494
122,24.18458,71.64994,191.9453583,171.5373688
123,24.18458,71.72956,148.6882935,183.2661438
124,24.18458,71.80919,162.8243713,170.8679352
125,24.18458,71.88882,113.1793442,141.1546783
126,24.18458,71.96844,104.2264252,131.0609283
127,24.18458,72.04807,107.4253693,138.5220795
128,24.18458,72.12769,122.7035599,136.6256561
129,24.18458,72.20732,171.1621246,168.8720398
130,24.18458,72.28694,172.4556274,141.5595703
131,24.18458,72.36657,121.1520462,115.7618637
132,24.18458,72.44619,116.3170166,123.6251831
133,24.18458,72.52582,137.3099365,126.1059418
134,24.18458,72.60544,41.44767761,42.13396835
135,24.18458,72.68507,32.43967819,39.59317398
136,24.18458,72.76469,13.58442211,12.1801033
137,24.18458,72.84432,4.311011314,12.35194397
138,24.18458,72.92394,15.69056034,21.07473183
139,24.18458,73.00357,32.73752594,48.78304672
140,24.18458,73.08319,7.999215126,10.64581394
141,24.18458,73.16282,1.359749794,1.382446408
142,24.10398,71.25181,0.124872155,0.149366528
143,24.10398,71.33144,22.72537613,36.00440216
144,24.10398,71.41106,68.88343048,98.1884613
145,24.10398,71.49069,98.13755798,106.1767654
146,24.10398,71.57031,115.1078415,129.9741364
147,24.10398,71.64994,180.4755249,156.9267731
148,24.10398,71.72956,123.106781,145.0750732
149,24.10398,71.80919,113.2643967,134.1369324
150,24.10398,71.88882,104.2941895,127.6153336
151,24.10398,71.96844,107.3399887,121.4202271
152,24.10398,72.04807,103.4245148,138.2086182
153,24.10398,72.12769,148.483902,155.6689911
154,24.10398,72.20732,145.8826752,143.8796997
155,24.10398,72.28694,187.5516357,170.126709
156,24.10398,72.36657,159.8933868,91.89781189
157,24.10398,72.44619,121.9780197,105.3115234
158,24.10398,72.52582,154.5346527,158.7888031
159,24.10398,72.60544,113.4594116,126.2895279
160,24.10398,72.68507,52.03762817,55.85652542
161,24.10398,72.76469,13.64055061,9.252446175
162,24.10398,72.84432,6.533536434,12.96606541
163,24.10398,72.92394,39.75804901,64.16640472
164,24.10398,73.00357,147.3981476,222.7754669
165,24.10398,73.08319,56.78524017,88.99315643
166,24.10398,73.16282,18.57211113,45.3204689
167,24.10398,73.24244,0.113708384,0.182901353
168,24.02338,71.25181,0.227265343,0.29273501
169,24.02338,71.33144,10.34274769,14.67100716
170,24.02338,71.41106,66.18644714,71.1669693
171,24.02338,71.49069,80.97315979,100.866188
172,24.02338,71.57031,94.60448456,108.519989
173,24.02338,71.64994,138.2851868,182.9430084
174,24.02338,71.72956,116.4896393,135.4997101
175,24.02338,71.80919,98.44128418,131.3334961
176,24.02338,71.88882,100.2322159,142.3753815
177,24.02338,71.96844,85.82730865,128.5349579
178,24.02338,72.04807,129.9441833,175.7979279
179,24.02338,72.12769,151.2842712,158.5068817
180,24.02338,72.20732,233.8404541,162.2866821
181,24.02338,72.28694,189.4533081,122.1563416
182,24.02338,72.36657,103.7267075,100.2534485
183,24.02338,72.44619,96.38908386,138.040802
184,24.02338,72.52582,91.58674622,103.1646423
185,24.02338,72.60544,74.76029205,105.9392624
186,24.02338,72.68507,86.84681702,81.05997467
187,24.02338,72.76469,54.20262527,51.33435059
188,24.02338,72.84432,10.80574608,11.97006607
189,24.02338,72.92394,57.79403687,81.55654907
190,24.02338,73.00357,163.2382813,247.2981262
191,24.02338,73.08319,132.4516449,212.3317413
192,24.02338,73.16282,42.52004623,67.51837921
193,24.02338,73.24244,14.53844547,26.28730583
194,24.02338,73.32207,0.822723806,2.523113728
195,24.02338,73.40169,1.777042985,0.873432159
196,23.94278,70.13706,0.445713103,0.449407101
197,23.94278,70.21669,2.197580576,2.11455965
198,23.94278,70.37594,3.503159523,3.105299473
199,23.94278,70.45556,11.60707664,10.13978958
200,23.94278,70.53519,24.52610588,22.70275307
201,23.94278,70.61481,19.66996193,19.43131065
202,23.94278,70.69444,1.750700951,3.529881239
203,23.94278,70.77406,0.012359673,0.018269841
204,23.94278,70.85369,0.017136535,0.02533091
205,23.94278,71.01294,0.007988976,0.003815529
206,23.94278,71.09256,0.233839497,0.111681551
207,23.94278,71.25181,1.227373004,1.758925557
208,23.94278,71.33144,62.6873703,61.5025177
209,23.94278,71.41106,73.52214813,63.92142868
210,23.94278,71.49069,56.83067322,52.99069595
211,23.94278,71.57031,86.20354462,72.32417297
212,23.94278,71.64994,225.2473145,204.9458618
213,23.94278,71.72956,120.4137115,130.9098663
214,23.94278,71.80919,87.45545959,98.72634888
215,23.94278,71.88882,78.60237122,65.03607178
216,23.94278,71.96844,113.1107788,104.1329498
217,23.94278,72.04807,152.0676575,67.24033356
218,23.94278,72.12769,200.9892578,119.0145569
219,23.94278,72.20732,229.8771515,149.5229034
220,23.94278,72.28694,216.9797668,126.4392242
221,23.94278,72.36657,165.5124817,153.4342041
222,23.94278,72.44619,156.1529999,135.4089661
223,23.94278,72.52582,148.5562744,166.2967377
224,23.94278,72.60544,145.0536957,147.2796021
225,23.94278,72.68507,200.3004761,165.9792786
226,23.94278,72.76469,101.1976852,112.9093475
227,23.94278,72.84432,87.95175171,118.9479828
228,23.94278,72.92394,138.9411163,188.521225
229,23.94278,73.00357,239.0116425,323.9016418
230,23.94278,73.08319,264.650238,262.7055969
231,23.94278,73.16282,66.86040497,95.58372498
232,23.94278,73.24244,13.25852489,27.70331192
233,23.94278,73.32207,19.15374756,17.39254379
234,23.94278,73.40169,20.3655014,7.632620811
235,23.86218,70.13706,1.308970332,1.29496789
236,23.86218,70.21669,11.4148407,21.1124897
237,23.86218,70.29631,8.433761597,20.09755516
238,23.86218,70.37594,14.75256634,16.61546516
239,23.86218,70.45556,18.9103756,16.79651642
240,23.86218,70.53519,31.60211563,28.39439774
241,23.86218,70.61481,117.4774628,116.5846558
242,23.86218,70.69444,45.91130829,59.67201614
243,23.86218,70.77406,3.089919567,3.105597973
244,23.86218,70.85369,1.253360629,1.051417589
245,23.86218,71.01294,0.06006328,0.028686175
246,23.86218,71.09256,4.132794857,2.476687193
247,23.86218,71.17219,4.724106789,1.610118508
248,23.86218,71.25181,3.558437347,7.491044998
249,23.86218,71.33144,69.39807129,75.23764801
250,23.86218,71.41106,55.02125168,60.54356384
251,23.86218,71.49069,98.81334686,88.65774536
252,23.86218,71.57031,124.5403061,87.35764313
253,23.86218,71.64994,212.9676819,147.5664825
254,23.86218,71.72956,154.427948,114.3998566
255,23.86218,71.80919,92.02729034,94.68751526
256,23.86218,71.88882,127.9619675,98.56578064
257,23.86218,71.96844,251.2525177,147.6826172
258,23.86218,72.04807,191.2940369,153.6613617
259,23.86218,72.12769,175.2174377,148.5566254
260,23.86218,72.20732,249.0030823,164.5336761
261,23.86218,72.28694,222.5099487,149.2762299
262,23.86218,72.36657,177.117218,196.1396942
263,23.86218,72.44619,194.2990723,208.5657501
264,23.86218,72.52582,142.8155975,151.2922974
265,23.86218,72.60544,172.136734,163.9738464
266,23.86218,72.68507,206.4654541,228.5496979
267,23.86218,72.76469,146.7545166,156.6580963
268,23.86218,72.84432,217.1333771,246.5389404
269,23.86218,72.92394,204.9673309,254.0743256
270,23.86218,73.00357,162.4173431,209.9241638
271,23.86218,73.08319,217.1786804,267.7712097
272,23.86218,73.16282,159.0785675,234.5020294
273,23.86218,73.24244,38.34711456,46.10643387
274,23.86218,73.32207,57.22934341,55.50749588
275,23.86218,73.40169,8.121600151,9.273702621
276,23.78158,70.13706,0.000501719,0.000648478
277,23.78158,70.21669,2.01408577,6.349912643
278,23.78158,70.29631,6.170480251,11.68368721
279,23.78158,70.37594,1.600342393,2.193673611
280,23.78158,70.45556,0.111845076,0.123003826
281,23.78158,70.53519,0.001619598,0.00239406
282,23.78158,70.61481,14.05832577,8.029265404
283,23.78158,70.69444,33.77427292,21.28853607
284,23.78158,70.77406,14.53599072,8.076992035
285,23.78158,70.85369,0.373324692,0.251089483
286,23.78158,71.09256,11.67261791,17.49132538
287,23.78158,71.17219,37.01377106,29.66671944
288,23.78158,71.25181,11.26178932,22.81315613
289,23.78158,71.33144,40.73075485,27.00195503
290,23.78158,71.41106,14.712677,7.149709225
291,23.78158,71.49069,68.40579224,18.29733849
292,23.78158,71.57031,130.2111053,53.58628082
293,23.78158,71.64994,110.2271042,61.24686432
294,23.78158,71.72956,156.1568756,106.4710236
295,23.78158,71.80919,180.9968109,93.79669189
296,23.78158,71.88882,218.7531281,182.9247742
297,23.78158,71.96844,207.1829376,153.2266693
298,23.78158,72.04807,227.9949493,173.4810944
299,23.78158,72.12769,234.068222,192.7790985
300,23.78158,72.20732,268.6688232,184.505661
301,23.78158,72.28694,308.0858154,197.809021
302,23.78158,72.36657,180.5134277,188.0761414
303,23.78158,72.44619,223.8477631,203.3063965
304,23.78158,72.52582,199.680603,193.8875885
305,23.78158,72.60544,210.0852661,187.8263855
306,23.78158,72.68507,192.7595215,210.054306
307,23.78158,72.76469,210.8821564,197.5769196
308,23.78158,72.84432,152.7548981,241.563446
309,23.78158,72.92394,292.5133667,446.4936829
310,23.78158,73.00357,211.1616058,281.8886414
311,23.78158,73.08319,133.1820984,217.7537537
312,23.78158,73.16282,69.75841522,93.43281555
313,23.78158,73.24244,115.9290085,110.0215912
314,23.78158,73.32207,115.2794113,96.18319702
315,23.78158,73.40169,11.68904495,14.81883812
316,23.78158,73.48132,0.338202983,0.576595724
317,23.70098,68.70381,0.846474469,0.929475904
318,23.70098,68.78344,0.79091996,0.868474007
319,23.70098,69.10194,8.838282585,8.820519447
320,23.70098,69.18156,11.88629913,11.81569004
321,23.70098,70.45556,4.61222887,4.614496708
322,23.70098,70.53519,19.49997902,20.24890327
323,23.70098,70.61481,80.58092499,64.50466919
324,23.70098,70.69444,77.93688202,56.53652954
325,23.70098,70.77406,14.62932587,27.05689812
326,23.70098,70.85369,0.524983704,0.662032783
327,23.70098,70.93331,0.006975922,0.01031168
328,23.70098,71.09256,0.528698087,2.04457736
329,23.70098,71.17219,0.338273913,1.308170319
330,23.70098,71.25181,0.006058068,0.024503613
331,23.70098,71.33144,6.113920689,0.645778716
332,23.70098,71.41106,7.779372215,3.101315498
333,23.70098,71.49069,65.44428253,40.90125275
334,23.70098,71.57031,135.8787689,78.95967865
335,23.70098,71.64994,102.4194107,65.73932648
336,23.70098,71.72956,151.5576782,146.6989899
337,23.70098,71.80919,271.98526,241.8605499
338,23.70098,71.88882,228.5826263,163.8807831
339,23.70098,71.96844,229.67276,168.83078
340,23.70098,72.04807,284.2627869,142.7276306
341,23.70098,72.12769,261.9502563,200.121582
342,23.70098,72.20732,248.3460999,161.7997131
343,23.70098,72.28694,204.0347748,159.2014618
344,23.70098,72.36657,153.5485229,184.9923859
345,23.70098,72.44619,222.8173981,237.6533356
346,23.70098,72.52582,158.4870758,172.6775513
347,23.70098,72.60544,211.474884,247.1425934
348,23.70098,72.68507,270.5976257,264.5175781
349,23.70098,72.76469,258.7470398,245.2266235
350,23.70098,72.84432,159.1365662,210.1061859
351,23.70098,72.92394,253.9334717,402.1633606
352,23.70098,73.00357,179.0171814,254.9920654
353,23.70098,73.08319,58.36648178,106.2056503
354,23.70098,73.16282,37.84270859,43.25247955
355,23.70098,73.24244,156.9026489,171.9571381
356,23.70098,73.32207,170.4624939,189.6651154
357,23.70098,73.40169,29.85267258,38.16861725
358,23.70098,73.48132,20.10609055,24.99308777
359,23.70098,73.56094,0.195222959,0.190745652
360,23.62038,68.70381,0.107266739,0.11778482
361,23.62038,68.78344,0.100226775,0.11005456
362,23.62038,68.94269,0.684514701,0.997884631
363,23.62038,69.02231,1.743261456,1.511539459
364,23.62038,69.10194,8.95227623,8.322644234
365,23.62038,69.18156,11.71405315,11.01101398
366,23.62038,70.29631,2.722006559,2.315382957
367,23.62038,70.37594,37.52068329,35.05107498
368,23.62038,70.45556,126.1818085,98.14352417
369,23.62038,70.53519,73.64498901,53.92837143
370,23.62038,70.61481,26.68811607,28.46438599
371,23.62038,70.69444,40.23654556,49.9196167
372,23.62038,70.77406,18.05497742,25.61842728
373,23.62038,70.85369,3.075031281,4.100283146
374,23.62038,70.93331,1.547191024,1.70751965
375,23.62038,71.41106,31.60140419,14.26016998
376,23.62038,71.49069,112.9229965,103.6553574
377,23.62038,71.57031,127.653717,104.9781799
378,23.62038,71.64994,116.127449,100.1302948
379,23.62038,71.72956,101.3431396,119.8798065
380,23.62038,71.80919,287.5684204,304.7947083
381,23.62038,71.88882,226.1354523,153.9558258
382,23.62038,71.96844,148.7929382,93.21769714
383,23.62038,72.04807,174.7042694,113.1604919
384,23.62038,72.12769,145.3797455,108.7569733
385,23.62038,72.20732,151.6756897,100.348671
386,23.62038,72.28694,171.2684021,155.8491669
387,23.62038,72.36657,131.4108734,122.4314041
388,23.62038,72.44619,186.308197,213.0447235
389,23.62038,72.52582,220.9156494,216.7090149
390,23.62038,72.60544,224.0024872,196.1585236
391,23.62038,72.68507,178.392746,176.8970642
392,23.62038,72.76469,158.2132416,161.763382
393,23.62038,72.84432,170.1319275,208.5465393
394,23.62038,72.92394,183.4760132,264.853241
395,23.62038,73.00357,132.369339,192.5584106
396,23.62038,73.08319,196.5202789,313.6233826
397,23.62038,73.16282,77.39518738,106.5649567
398,23.62038,73.24244,65.41222382,82.62365723
399,23.62038,73.32207,127.7168274,131.3272705
400,23.62038,73.40169,89.58972931,97.37062073
401,23.62038,73.48132,144.0640869,140.382431
402,23.62038,73.56094,29.42885017,28.31735229
403,23.62038,73.64057,2.491901398,3.466183186
404,23.53978,68.94269,0.474082232,0.633701205
405,23.53978,69.02231,1.463885546,1.15654707
406,23.53978,69.10194,0.082813881,0.060085751
407,23.53978,69.18156,3.71333766,3.151575565
408,23.53978,69.34081,2.470237017,2.085751057
409,23.53978,69.42044,3.543854713,3.533986568
410,23.53978,69.50006,7.379057407,19.99744987
411,23.53978,69.57969,4.731478691,13.92007923
412,23.53978,69.65931,0.669006169,0.835130334
413,23.53978,69.73894,0.509632766,0.688406587
414,23.53978,69.81856,0.009545754,0.004701834
415,23.53978,70.21669,0.127630338,0.15666011
416,23.53978,70.29631,44.54480362,49.10610962
417,23.53978,70.37594,88.73071289,63.71504211
418,23.53978,70.45556,99.23764038,69.79340363
419,23.53978,70.53519,79.15787506,38.89153671
420,23.53978,70.61481,21.46645546,17.18530846
421,23.53978,70.69444,31.62713814,41.60078049
422,23.53978,70.77406,50.90812683,67.73326111
423,23.53978,70.85369,16.49350357,22.17269516
424,23.53978,70.93331,4.223034859,4.512001038
425,23.53978,71.01294,2.149447203,2.294148684
426,23.53978,71.41106,1.998197079,2.431642532
427,23.53978,71.49069,16.09843826,22.20786095
428,23.53978,71.57031,85.75970459,93.35122681
429,23.53978,71.64994,97.94374084,154.2282715
430,23.53978,71.72956,138.4112549,155.1128845
431,23.53978,71.80919,156.5391541,131.5887909
432,23.53978,71.88882,211.0936127,148.7797546
433,23.53978,71.96844,107.9360657,89.90853119
434,23.53978,72.04807,100.6565704,100.7110214
435,23.53978,72.12769,125.9680634,133.7666626
436,23.53978,72.20732,183.2120361,135.9136505
437,23.53978,72.28694,225.1282806,212.2770844
438,23.53978,72.36657,201.2663727,187.5039825
439,23.53978,72.44619,225.239502,198.457901
440,23.53978,72.52582,229.1746521,199.6829987
441,23.53978,72.60544,247.7666779,181.7232056
442,23.53978,72.68507,265.1607361,220.9616852
443,23.53978,72.76469,209.1069641,192.2106934
444,23.53978,72.84432,89.89642334,116.0540085
445,23.53978,72.92394,119.2674103,153.7720337
446,23.53978,73.00357,188.1172791,267.5350342
447,23.53978,73.08319,235.2067413,308.904541
448,23.53978,73.16282,122.7379456,145.7743225
449,23.53978,73.24244,135.3239594,165.8860474
450,23.53978,73.32207,117.0694962,135.3798523
451,23.53978,73.40169,99.4570694,104.9070892
452,23.53978,73.48132,154.1839294,159.4337311
453,23.53978,73.56094,79.24954987,90.84858704
454,23.53978,73.64057,66.44570923,66.85424042
455,23.45918,68.62419,0.11559549,0.097443186
456,23.45918,68.70381,0.404352069,0.340855479
457,23.45918,68.94269,0.236265078,0.349242717
458,23.45918,69.02231,16.52791786,1.017760992
459,23.45918,69.10194,14.46611691,3.406570435
460,23.45918,69.18156,34.77542496,28.76737404
461,23.45918,69.34081,1.550569773,1.514724493
462,23.45918,69.42044,2.792948246,3.240475416
463,23.45918,69.50006,24.51352119,45.9753418
464,23.45918,69.57969,17.67238426,32.13197327
465,23.45918,69.65931,39.32738113,36.72209549
466,23.45918,69.73894,76.90523529,57.94524384
467,23.45918,69.81856,2.151055098,2.269713163
468,23.45918,69.89819,33.11808014,31.59505272
469,23.45918,69.97781,4.425203323,4.097054005
470,23.45918,70.13706,0.123079456,0.28863129
471,23.45918,70.21669,0.216194689,0.409688503
472,23.45918,70.29631,5.274020195,20.3600769
473,23.45918,70.37594,9.185271263,13.73217106
474,23.45918,70.45556,26.2987442,24.63469505
475,23.45918,70.53519,25.56728554,30.23171616
476,23.45918,70.61481,1.977697849,1.772038102
477,23.45918,70.69444,13.45436764,15.77707863
478,23.45918,70.77406,42.91020584,47.60667801
479,23.45918,70.85369,23.1289978,20.84782791
480,23.45918,70.93331,1.687097073,1.793300509
481,23.45918,71.01294,1.118671298,1.193980694
482,23.45918,71.49069,6.637513161,8.933783531
483,23.45918,71.57031,115.1711884,141.4515686
484,23.45918,71.64994,229.9771881,352.3926392
485,23.45918,71.72956,225.9707336,268.7296143
486,23.45918,71.80919,114.4711914,144.1644592
487,23.45918,71.88882,291.6817017,398.363739
488,23.45918,71.96844,213.3840179,268.494812
489,23.45918,72.04807,133.7094574,139.0912933
490,23.45918,72.12769,155.3752594,168.7200623
491,23.45918,72.20732,212.9692841,189.3218994
492,23.45918,72.28694,221.5249023,229.6262512
493,23.45918,72.36657,261.3806763,241.4679565
494,23.45918,72.44619,273.2033997,255.8974304
495,23.45918,72.52582,271.2094727,252.2157135
496,23.45918,72.60544,290.6114197,176.7417297
497,23.45918,72.68507,377.6236267,145.0470886
498,23.45918,72.76469,224.5430603,88.54261017
499,23.45918,72.84432,167.7103882,188.0965729
500,23.45918,72.92394,203.3634796,289.3174438
501,23.45918,73.00357,274.5854797,339.6833191
502,23.45918,73.08319,246.921524,316.684021
503,23.45918,73.16282,160.2606964,172.3973846
504,23.45918,73.24244,124.6015167,140.8618927
505,23.45918,73.32207,78.10923004,92.13347626
506,23.45918,73.40169,107.0806885,93.80935669
507,23.45918,73.48132,101.5780334,125.8469162
508,23.45918,73.56094,139.4016266,136.6690674
509,23.45918,73.64057,113.8513489,93.31002808
510,23.45918,73.72019,23.67832947,19.17598343
511,23.45918,73.79982,17.72079849,11.30157185
512,23.45918,73.87944,2.30056119,1.672579527
513,23.37858,68.62419,0.097238362,0.081968732
514,23.37858,68.70381,1.512577891,1.538093805
515,23.37858,68.78344,1.155818701,1.603527069
516,23.37858,68.86306,0.173842221,1.309449792
517,23.37858,68.94269,0.03037516,0.181493998
518,23.37858,69.02231,24.28944969,1.517660022
519,23.37858,69.10194,26.58715248,11.45861435
520,23.37858,69.18156,9.433101654,10.82488441
521,23.37858,69.26119,1.642605066,2.745002031
522,23.37858,69.34081,0.400722116,0.529437244
523,23.37858,69.42044,0.000151418,0.000190697
524,23.37858,69.50006,0.095329203,0.088377878
525,23.37858,69.57969,1.301909804,1.351671815
526,23.37858,69.65931,21.25962448,24.4000721
527,23.37858,69.73894,41.60629272,41.56157303
528,23.37858,69.81856,2.509191751,2.662053347
529,23.37858,69.89819,53.1648941,49.48872375
530,23.37858,69.97781,24.00195122,21.22298241
531,23.37858,70.05744,22.00798798,19.84493828
532,23.37858,70.13706,19.01358604,28.65679359
533,23.37858,70.21669,85.83512878,98.71513367
534,23.37858,70.29631,34.07375717,34.09003448
535,23.37858,70.37594,45.90925598,45.99491501
536,23.37858,70.45556,77.43725586,86.33453369
537,23.37858,70.53519,46.12062454,55.69576645
538,23.37858,70.61481,9.813261032,9.459420204
539,23.37858,70.69444,2.324640036,2.269691467
540,23.37858,70.77406,23.00213814,25.32625389
541,23.37858,70.85369,21.60587883,21.11075592
542,23.37858,70.93331,0.086057052,0.08841899
543,23.37858,71.57031,13.82527733,21.22160912
544,23.37858,71.64994,186.9603271,275.5908203
545,23.37858,71.72956,192.8010101,270.2583008
546,23.37858,71.80919,323.3489685,481.6451416
547,23.37858,71.88882,337.0516968,460.8876953
548,23.37858,71.96844,186.5276489,206.9675598
549,23.37858,72.04807,173.8966675,187.7396393
550,23.37858,72.12769,205.9143524,206.8257141
551,23.37858,72.20732,232.000412,213.789444
552,23.37858,72.28694,201.1053772,229.118927
553,23.37858,72.36657,205.5190582,192.0893402
554,23.37858,72.44619,267.0640259,271.1670532
555,23.37858,72.52582,295.052063,251.059906
556,23.37858,72.60544,282.9382019,172.6909027
557,23.37858,72.68507,212.8296509,139.7122803
558,23.37858,72.76469,196.3676605,180.4160309
559,23.37858,72.84432,218.3560638,258.0215454
560,23.37858,72.92394,228.9911804,330.0042419
561,23.37858,73.00357,228.6949005,284.8735046
562,23.37858,73.08319,258.0548401,313.1268005
563,23.37858,73.16282,141.0474701,144.4266357
564,23.37858,73.24244,148.2990265,161.4210358
565,23.37858,73.32207,171.521286,146.2750854
566,23.37858,73.40169,106.7567215,115.8868408
567,23.37858,73.48132,123.896492,142.0409851
568,23.37858,73.56094,156.5681458,162.0904236
569,23.37858,73.64057,99.4004364,79.4730835
570,23.37858,73.72019,35.89492035,21.53723717
571,23.37858,73.79982,21.17109871,12.91051102
572,23.37858,73.87944,5.897725582,4.732599258
573,23.37858,73.95907,1.61714983,1.375322223
574,23.29797,68.70381,3.846385002,4.746029854
575,23.29797,68.78344,5.406587601,7.52492094
576,23.29797,68.86306,1.489750504,2.472407341
577,23.29797,68.94269,1.197952032,2.236347437
578,23.29797,69.02231,29.1303997,27.85640335
579,23.29797,69.10194,13.79786396,13.49832535
580,23.29797,69.18156,1.375192761,2.434432745
581,23.29797,69.26119,1.32869792,2.853054285
582,23.29797,69.34081,4.924254894,8.164790154
583,23.29797,69.42044,13.2245779,12.52259636
